,tweet,hate_speech,offensive_language,neither,class
11196,i swear i needa go on n go back to the old me because bitches think its a game apparently. let's be real !,0,1,0,1
11197,i swear i worry about me and nothing's but me. i keep no other bitch on my radar.... i'm not gay.... <sym> ,1,1,0,1
11198,i swear newnan utilities be gettin a nicca .. bout to start reading my own damn meter,0,1,0,1
11199,i swear a nicca sleep but im up .. tired as fuk!,0,1,0,1
11200,i swear ain't nothing worse than a bad bitch that lost it,0,1,0,1
11201,i swear bitches is looney i like a pic ...&amp; i'm fucking that bitch<sym> <sym> <sym> ,0,1,0,1
11202,i swear bitches wouldn't have nothing to worry about but they don't know how to shut the fuck up.,0,1,0,1
11203,i swear dis hoe doinv this grown n sexy challenge look like a lightskinned gremlin.,0,1,0,1
11204,i swear females think they know me.... bitch you don't know my intentions you just think you do,0,1,0,1
11205,i swear girls with good pussy think that's the answer to everything,0,1,0,1
11206,i swear ion see how broke niccas still out here gettin pussy smh,1,1,0,1
11207,i swear nobody actually cares about valentine's day unless they are single &amp; jaded and want to bitch. <sym> <sym> <sym> <sym> <sym> <sym> <sym> ,0,1,0,1
11208,i swear nobody can complain about hoe early they have to wake up to go to work. because nobody wakes up at 2am to get ready,0,1,0,1
11209,i swear ta god nigga all deses hoes want is a yrn ....,1,1,0,1
11210,i swear that hoe b trying it...,0,1,0,1
11211,i swear the people cleaning the office switch what side the trash vs recycling cans are on on purpose to mess with me.,0,0,1,2
11212,"i swear these anon fags go to protests just to take pictures to post to twitter. ""look, i was there...like me""",1,1,0,0
11213,i swear these hoes *aint got nothing on you * <sym> <sym> <sym> <sym> ,0,1,1,1
11214,i swear this hoe been following me ever since i went on break,0,1,1,1
11215,i swear to god i be in the middle of the club making out wit bitches like i'm tryna film a romantic comedy or somethin,0,1,0,1
11216,i swear to god i hit 40 licks i'm lil b and i'm not no bitch when i'm off that dope i rob my bitch !,0,1,0,1
11217,i swear to god some hoes look like they take the same exact picture everytime. change it up for once godamn. #ratchet,0,1,0,1
11218,i swear y'all broads with a new bitch every month....i cant even get one girlfriend. maybe something is wrong with me,0,1,0,1
11219,"i swear, new bitches here me rap and its a wrap !!",0,1,0,1
11220,i take a bitch home give her long dick,1,1,0,1
11221,i take full pride in the ass my momma has so blessed me with. now hers is just ridiculous on all levels. her yellow ass got back for years,0,1,0,1
11222,i take it notre dame is still trash. <url>,0,1,1,1
11223,i take shots wit no chaser i get bitches i don't chase em,0,1,0,1
11224,i talk to these bitches like i really do care.,1,1,0,1
11225,i talked to some birds... i fell in love again..,0,0,1,2
11226,i tell a bitch i don't love shit fuck somethin,0,1,0,1
11227,i tell bitches i got that i.t.s ( ike turner syndrome ),0,1,0,1
11228,i tell the 5th bitch to get the 6th bitch to to have the 7th bitch bring more.,0,1,0,1
11229,i tell the baddest hoes beat it unless you gone strip <sym> ,0,1,0,1
11230,"i tell the truuuooooth... that bitch is ugly, yeah her aunt, and momma too. i was gone lie about er, but bro i had to tell the truth.",0,1,0,1
11231,i tell this bitch followback. she rts me saying followback. then doesn't followback. blocked like fuck,0,1,0,1
11232,"i tell u this tho, if/when u nigger women start getting cornrows again...mannn just don't do it",0,1,0,1
11233,i text my ex my new bitch pussy wetter,0,1,0,1
11234,i thincc i'm a pretty average bitch ya know <sym> ,0,1,0,1
11235,"i think i broke a rib when i fell in that ditch, turning into a pussy? i think not.",0,1,0,1
11236,i think i figured out where white trash americans come from: the rural parts of europe.,0,1,1,1
11237,i think i found a normal roommate again! praise be to jesus! these current ones are about to get their throats slit in their sleep!,1,0,1,2
11238,i think i just gotta accept the fact that all these bitches gonna be hoes til they around the age of 27 and life will be a lot easier,0,1,0,1
11239,i think i killed a chipmunk but that son of a bitch was fast. i need to check my tires.,0,1,0,1
11240,i think i read the worst interview ever. lee castro and one of the 2 dope bitches. neither one of these two belong in media.,0,1,0,1
11241,i think i'll have salad bar for lunch today. gotta make up for the birthday brownies somehow... #lasthurrahthendietstarts,0,0,1,2
11242,i think i'll just eat this brownie and pass out,0,0,1,2
11243,i think i'm a bitch tonight,0,1,0,1
11244,i think i'm gonna walk around the house free as a bird.,0,0,1,2
11245,i think i'm having my guy period today. i have been such an emotional bitch heh heh heh,0,1,0,1
11246,i think a lot of bitches don't smile in their selfies because their breath stinks and they don't want to steam up their front cameras,0,1,0,1
11247,i think about the fact that dinosaurs evolved into birds every time i eat chicken. dinosaurs are delicious.,0,0,1,2
11248,i think ai havent looked at a cloud in a whole minute cus them hoes moving fast asf rn.,0,1,1,1
11249,i think all dem hoes on lahhh regular....,0,1,1,1
11250,i think all y'all losing y'all niggas cuz the season changed y'all seasonal hoes <sym> ,0,1,0,1
11251,"i think dat <user> called me a nigger!
what do move away from da dark side mean?",1,1,0,0
11252,i think every bitch wit a tongue piercing suck dick im just being real,1,1,0,1
11253,i think its funny how hoes talk bout being faithful.,1,1,0,1
11254,i think these bitches tryna set me uuuuhhuuhhhhhp,0,1,0,1
11255,i think this nigga retarded g,1,1,0,0
11256,"i think women will forever find a way for a guy to be thirsty tho just so they can feel like thier pussy has some value. 

it don't.",0,1,0,1
11257,i think you a fat bitch if i never see ya body on the tl and you got nothing but neck up avi's,1,1,0,1
11258,i think you fuckin wit the wrong niggah,0,1,0,1
11259,i think you're in a bad mood from munching on hairy pussy.,0,1,0,1
11260,i think you've made it clear that these hoes ain't loyal,0,1,0,1
11261,i thought i love this bitch to the core,0,1,0,1
11262,i thought it was legal to beat yo hoe!,0,1,0,1
11263,"i thought it was bros over hoes , guess not <sym> ",0,1,0,1
11264,i thought she was albino tho <sym> ,0,1,1,2
11265,i thought that bitch was trynna line me<sym> ,0,1,0,1
11266,i titty wrecked ya bitch.,0,1,0,1
11267,i tld that hoe 2 wrongs dnt make a rite now she wanna sing,0,1,0,1
11268,"i told her too. i said ""bri don't get in tweef with anyone because you're trash at it"" and then she goes and tweefs with like 6 freshman",0,1,1,2
11269,"i told my mom she eats cereal ugly &amp; she gon say ""your a rude little bitch"" i just thought i should let bitch know <sym> ",0,1,0,1
11270,"i told that bitch idgaf about a benz, bitch!",1,1,0,1
11271,"i told that chick tell the truth, if you the realest bitch i ever met then show me some proof",0,1,0,1
11272,"i told that little bitch ass nigga, ""do it look like i'm about to eat your gun charge?"" i'll slap you and your hoe ass lawyer.",1,1,0,1
11273,i told y'all he was going to do that shit u.# pussy boy,0,1,0,1
11274,"i took 2 ""rebel vs. yankee"" tests (40 questions, accents, word usage) and scored a total % of 47.5% rebel vs. 52.5% yankee in southern pa.",0,0,1,2
11275,i traveled back in time to middle-earth and crept up on my enemy. i slit the hobbit's throat and by reflex vomited into my trembling hand.,0,0,1,2
11276,i treat my bitches with respect,1,1,0,1
11277,i tried calling my sorry ass cousin <user> for her 27th bday. but the hoe ain't answer like always. she too big time these days lol,0,1,0,1
11278,"i try and get back into anime but i swear every show revolves around either teenage girls, or the boys who are too pussy to talk to them",0,1,1,1
11279,"i try to pass him up, get in carpool passing him he's just looking at me like i'm playing a game do i waved hi idgaf don't fuck w/ me bitch",0,1,1,1
11280,i turn cassey to a nasty hoe rihanna to a classy hoe,0,1,0,1
11281,"i turn bitches gay, they think all the other bitches can fuck like me.",0,1,0,1
11282,"i turned on the bet awards for 10 seconds, and got to witness random bitches getting drunk, and d-wade dancing to r-kelly.",0,1,0,1
11283,i uploaded a <user> video <url> goproud makes money out of twinkie crisis in free market spirit,0,0,1,2
11284,"i uploaded a <user> video <url> update on uganda anti-gay bill: freemasonry, anglo-american influence, and",0,0,1,2
11285,i use to wanna fuck that bitch but not no mo!,0,1,0,1
11286,i used to chug vodka and orange juice. i also used to chug vodka and gatorade... i used to chug vodka.,0,0,1,2
11287,"i used to get grs a lot, tho. maybe that's why my soles cracked so much... <url>",0,0,1,2
11288,i used to picture him coming up the wadi to fob sharana with a barrel of brandy for me <user>,0,0,1,2
11289,i used to think that bitch was bad ... but not no moe !,0,1,0,1
11290,i wake up every morning wishing a bitch would.,0,1,0,1
11291,"i wan do a mixtape... ""pussy an cinnamon rolls""",0,1,0,1
11292,i wanna apologize for being such a bitch the other day.. but the way my emotions are set up..,0,1,0,1
11293,i wanna be around bitches &amp; have fun <sym> ,1,1,0,1
11294,i wanna be someone's bitch ass boyfriend right now . but that just me head playin games on ya boi,0,1,0,1
11295,i wanna buy my bitch every bag,0,1,0,1
11296,i wanna cut my hair but i'm too busy being a bitch about it.,0,1,0,1
11297,i wanna eat the fuck u talking bout then bitch!,1,1,0,1
11298,i wanna experience that late 30s &amp; early 40s pussy,0,1,0,1
11299,i wanna get this hoe on my arm with a diamond coming out of the cloud..<sym> <sym> <sym>  #riprick <url>,0,1,0,1
11300,i wanna go to a trash talk concert,0,1,1,2
11301,"i wanna see some ass clapping, legs shaking, i wan see a bitch get on they head fa dese beats...",0,1,0,1
11302,i wanna try pot brownies.,0,0,1,2
11303,i want oreos!! who can help me,0,0,1,2
11304,i want a cowboy killer,0,1,1,2
11305,i want a four loco right now so i can chug it and go straight to sleep.,0,0,1,2
11306,i want a girl whose pussy smells like tuna,0,1,0,1
11307,i want a slope job so i can get away from everything and be by myself for two weeks. i hate being around people unless they are my friends.,0,0,1,2
11308,i want all my hoes back,0,1,0,1
11310,i want me a coon ass girl lol,1,1,0,1
11311,"i want my bitch to answer if my ex calling, with my dick in her mouth",0,1,0,1
11312,"i want one ae yous to start something with me tbh, but yous are aw pussy #shame",0,1,0,1
11313,"i want some cookies, brownies and ice cream. <sym> ",0,0,1,2
11314,"i want some fire crackers not the baby ass fire works, does az have fire crackers ???",0,1,0,1
11315,i want some monkey bread <sym> <sym> ,0,0,1,2
11316,i want some monkey bread.,0,0,1,2
11317,i want to be as independent as soon as i can. i don't like depending on people. makes me feel like a bitch.,0,1,0,1
11318,i want to beat this bitches ass soooo bad,1,1,0,1
11319,i want to go to the pumpkin patch but the love birds will make it a date and then the rest of us will be uncomfortable.,0,0,1,2
11320,i want to paint but faggot won't paint with me...,0,1,0,1
11321,i want to square up with all these hoes.,0,1,0,1
11322,i want yo bitch i go get her i smashed er now she won't let up,0,1,0,1
11324,"i was a huge tomboy. like, i had barbies, but only because my ninja turtles needed bitches. #truth",0,1,0,1
11325,i was a made nicca when i was a young nicca,0,1,0,1
11326,"i was accused of never taking a full front face shot, so here is one. no slant or angle or nothing. :) <url>",0,0,1,2
11327,i was at a red light on decatur &amp; lake mead &amp; some bitch that knew me was too happy to see me<sym> like bitch was finna get in my passenger seat,0,1,0,1
11328,i was at my bf grandma house today goin through old albums and his grandpa had naked pics of his side hos from the 50's <sym> <sym> ,0,1,0,1
11329,i was damn near flossing with the bitch's tampon string. awful <sym> <user>: have anything stopped you from eating pussy? if so what was it?<sym> ,0,1,0,1
11330,"i was eating &amp; my mom gon say ""damn calm down"" tf bitch i am calm",0,1,0,1
11331,"i was feelin her about a week agoooo, now? she just a silly hoe....silly hoe <sym> <sym> <sym> ",0,1,0,1
11332,"i was flying down the slope and just rammed into this small asian boy, kid got up like a champ and walked it off",0,1,1,2
11333,i was getting to the business while you was chasing the bitches,0,1,0,1
11334,"i was given the same number as mean joe greene in high school but was never as tough as that son of a bitch.
#respect",0,1,0,1
11335,i was gonna put <sym> i wanna eat the pussy like a saiyan<sym>  in her mentions but they<sym> re savage enough.,0,1,0,1
11336,i was grown by the time i turned 16 wit only my grandma nigguh,0,1,0,1
11337,i was gunna eat the pussy but i'm on a diet !,0,1,0,1
11338,i was in love with charlie <sym> ,0,0,1,2
11339,"i was in the 9 grade and this bitch said something and i went off about her momma and her. she was like ""i'm adopted""",0,1,0,1
11340,i was in the club and there was this good lookin bitch. ..she had gold teeth tho. i was confused smh,1,1,0,1
11341,i was informed about a bird (pheonix) today that i could not find a physical image of.all paintings.mythological or extinct?,0,0,1,2
